name,artist,id,playlist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Small Worlds,Mac Miller,4gT3mNJA8lnlkYFqGZ8IA2,i.iii,0.516,0.546,5,-9.105,1,0.249,0.814,4.5e-06,0.0995,0.515,78.267,271733,4
Horizon,Pigeons Playing Ping Pong,6YJNcusdf5adRMqJUaRjLt,i.iii,0.647,0.761,1,-6.737,0,0.0324,0.00401,0.756,0.149,0.841,124.679,575120,4
2009,Mac Miller,6dFn6my1sHK2bcf23GlHwM,i.iii,0.533,0.496,6,-9.363,0,0.517,0.77,0.000164,0.0969,0.173,155.158,347987,4
So It Goes,Mac Miller,0EA2RhRHL4KWeNa7JfD1Yw,i.iii,0.576,0.556,0,-6.474,1,0.231,0.812,0.125,0.0943,0.294,148.173,312960,4
Girl Like You,Toro y Moi,6TFUZ8Bt1brEwomY90SKXi,i.iii,0.629,0.823,1,-5.744,1,0.0597,0.35,0.039,0.0801,0.397,169.961,223773,4
Threat of Joy,The Strokes,6YQeOwMMAkB9MV9yMWmrjh,i.iii,0.594,0.728,0,-6.917,1,0.0281,0.216,0.0881,0.124,0.687,137.97,264662,4
Trash,Deer Tick,7LXrZPVJLMLQS6OEqmjeJE,i.iii,0.356,0.658,7,-5.284,1,0.0449,0.138,6.67e-05,0.077,0.437,176.629,265281,3
American Shoes,Rainbow Kitten Surprise,5IRdIQNIZzVqE4XyBylkvd,i.iii,0.595,0.537,9,-7.666,1,0.0325,0.108,0.00511,0.11,0.217,129.764,249147,4
That's Too Bad - B-Side,My Morning Jacket,2Z087nx1jFpN2A1sZxLitd,i.iii,0.46,0.961,1,-6.102,1,0.0653,0.128,2.13e-05,0.141,0.56,131.541,167560,4
When I Get There,Big Wild,2sKTYRCgUHXmIhI2hoBuZE,i.iii,0.694,0.483,0,-7.157,1,0.0359,0.000196,0.557,0.134,0.132,96.029,220000,4
STARGAZING,Travis Scott,7wBJfHzpfI3032CSD7CE2m,i.iii,0.487,0.789,8,-3.69,1,0.044,0.00947,4.05e-06,0.189,0.0564,150.007,270715,4
Disaster,D.A. Wallach,1387vgNIuxDrOdsPXpC8Rx,i.iii,0.75,0.531,1,-6.754,1,0.0286,0.147,0.0,0.238,0.803,129.925,184257,4
Nephew (feat. Lil Pump),Smokepurpp,0ibOcbkp2XG46Do8jcy0bL,i.iii,0.792,0.454,9,-6.753,1,0.458,0.00422,0.0,0.285,0.674,161.993,202963,4
SICKO MODE,Travis Scott,2xLMifQCjDGFmkHkpNLD9h,i.iii,0.834,0.73,8,-3.714,1,0.222,0.00513,0.0,0.124,0.446,155.008,312820,4
Mind Mischief,Tame Impala,6ewQE1dNPv9qqlnB1CxrvM,i.iii,0.25,0.942,6,-3.235,1,0.0545,0.0815,0.00097,0.367,0.822,161.333,271880,4
Window,Indigo Svn,2v7Wyz66hxc5rX5w5NeMy1,i.iii,0.705,0.651,8,-7.392,0,0.183,0.13,4.54e-06,0.185,0.323,90.016,120111,4
Do Like This,Dj Consequence,6P7s8DVK5lkhHL9OznvhTo,i.iii,0.815,0.869,10,-2.826,0,0.05,0.54,0.0,0.248,0.918,108.098,202423,4
Gunslingers,Magic City Hippies,6MinVaeooTnPTY5wPrnK4v,i.iii,0.695,0.534,4,-7.954,0,0.0442,0.229,0.152,0.34,0.813,139.969,197201,4
Baby,Bakermat,1bA2ZK7CFxEMnyn1dWP2jp,i.iii,0.708,0.922,1,-2.715,0,0.116,0.135,0.0513,0.225,0.637,125.961,160053,4
Bang Bang,Timaya,7jsZSZ4FQPBDAgQUwwJmAU,i.iii,0.765,0.826,8,-3.953,1,0.193,0.142,0.0,0.0382,0.439,100.008,187587,4
"Soco (feat. Wizkid, Ceeza Milli, Spotless & Terri)",Starboy,1KpBtWSI9dlv0RjtzvF1BD,i.iii,0.841,0.644,9,-3.284,0,0.083,0.594,0.00402,0.142,0.881,108.003,255608,4
Fia,DaVido,0lO1giYQUo0tW7CPt8xLyx,i.iii,0.788,0.865,9,-0.304,1,0.0593,0.422,1.63e-06,0.597,0.859,107.034,214126,4
Omunye,Distruction Boyz,0cI6D4xalZBLOMRs4Huuag,i.iii,0.939,0.873,11,-5.264,0,0.0605,0.00644,0.17,0.0892,0.614,126.042,320000,4
Kwa Ngwaru,Harmonize,2OwIc0CN2ofBwyLx4JYkD8,i.iii,0.875,0.791,3,-3.94,1,0.286,0.208,0.0,0.0953,0.946,102.033,221448,4
One Day (feat. Ryan Tedder),Logic,6e2PtJYcltVk76nLwxBzRn,i.iii,0.529,0.871,10,-5.831,1,0.155,0.118,0.000164,0.115,0.272,189.837,199867,4
I Might Need Security,Chance the Rapper,3EApebexZ7YqDIqw2EMTDh,i.iii,0.514,0.693,9,-5.868,1,0.408,0.177,0.0,0.351,0.287,110.568,240640,3
Giants,Sure Sure,0CNJyQiyzYxbsuMGTQlria,i.iii,0.759,0.668,11,-5.235,1,0.0365,0.294,0.000824,0.0804,0.716,117.884,250000,4
Works Every Time,Mini Mansions,3uHV59gbFcYS5CpnFQOVLH,i.iii,0.727,0.499,0,-7.023,1,0.0289,0.0276,0.00117,0.0663,0.882,102.015,276867,4
For Fra,The Lumineers,0pwxBUYql49UEbPpSBjO3k,i.iii,0.696,0.66,4,-11.534,1,0.0342,0.874,0.952,0.0835,0.509,112.049,101238,4
Fall,DaVido,4ou5xyFUJX4VwX76tw1qb1,i.iii,0.928,0.675,5,-3.535,1,0.0566,0.379,0.0,0.0533,0.794,105.952,240000,4
Short N Sweet,Sauti Sol,08mwHsIhPrIB6Dlhlx05B2,i.iii,0.62,0.683,6,-6.305,0,0.252,0.0546,0.0,0.16,0.677,76.914,223402,1
Malibu Man,Dan Auerbach,5fp7TUlIjOMdhNMkJJIvgx,i.iii,0.615,0.782,9,-4.683,1,0.0346,0.127,0.00165,0.078,0.902,105.736,216107,4
Humbug Mountain Song,Fruit Bats,3HdcqQpq7zb5GbEKBDY34p,i.iii,0.593,0.926,6,-5.361,0,0.0319,0.0355,0.0582,0.311,0.945,100.011,184347,4
Liberated,DeJ Loaf,5OQByVDbs9788HBRIBqgNW,i.iii,0.739,0.605,10,-3.632,1,0.0449,0.569,0.0,0.0925,0.623,127.0,199800,4
Modern Love,Houndmouth,1fV95oLgCJabluJwwsoc4k,i.iii,0.289,0.364,7,-11.847,1,0.03,0.316,0.0179,0.325,0.156,140.067,257683,4
Reborn,KIDS SEE GHOSTS,4RVbK6cV0VqWdpCDcx3hiT,i.iii,0.585,0.597,0,-7.499,1,0.037,0.339,0.0404,0.195,0.227,100.051,324674,4
Franny,Magic City Hippies,3lCuh98pgDT4A6M6UNxsED,i.iii,0.596,0.796,9,-6.087,1,0.0469,0.034,2.18e-06,0.468,0.891,162.0,195312,4
Feed The Fire,Dawes,0dq6hRNyNRXCDIfzk6UFJF,i.iii,0.698,0.618,0,-6.909,1,0.0281,0.331,0.00518,0.166,0.834,120.919,357477,4
A$AP Forever,A$AP Rocky,1YmF9PvLhIISIANoMLIYGq,i.iii,0.469,0.78,10,-6.49,0,0.122,0.224,0.0,0.13,0.444,125.999,233061,4
Wash It All Away,San Cisco,4e5VTQOYAarg46eociDvZZ,i.iii,0.608,0.748,2,-5.277,1,0.0661,0.362,0.0,0.106,0.619,76.913,218774,4
Ottoman,Vampire Weekend,24oUAUX28faoMJBw3sMDm6,i.iii,0.844,0.625,11,-7.351,0,0.0272,0.128,0.00399,0.102,0.785,108.986,242267,4
Born Again,Saint Motel,7qdgz117gc5StS0u2ViinE,i.iii,0.629,0.785,2,-4.598,1,0.0274,0.253,0.0,0.0943,0.607,97.435,207427,4
Violent Crimes,Kanye West,2VYb3Fb5iK5Y8HGZ8oEEkp,i.iii,0.665,0.417,1,-6.731,0,0.524,0.374,0.0,0.186,0.04,110.111,215320,4
Static Space Lover,Foster The People,5JqXtvd8bAyyPTjaK6cSDH,i.iii,0.615,0.931,0,-4.648,0,0.0634,0.0039,0.00191,0.303,0.55,141.949,240080,4
Less Than Five Miles Away,Dawes,1UMvYZK3caMK1iZ0GHChLe,i.iii,0.69,0.734,7,-7.859,1,0.0551,0.134,0.0191,0.134,0.393,98.988,296533,4
Crack The Case,Dawes,4MKTyMpljQlY0KQWLR8194,i.iii,0.531,0.476,5,-11.328,1,0.0345,0.629,0.00257,0.0801,0.239,130.232,354842,4
Living In The Future,Dawes,2Dj8ZVSGsz0GDZO9uGEQ0h,i.iii,0.565,0.508,11,-5.671,0,0.0306,0.288,0.000817,0.18,0.474,127.496,290757,4
Nice For What,Drake,1cTZMwcBJT0Ka3UJPXOeeN,i.iii,0.567,0.913,8,-6.471,1,0.0736,0.0934,0.000124,0.114,0.792,93.35,210926,4
New Light,John Mayer,3bH4HzoZZFq8UpZmI2AMgV,i.iii,0.828,0.689,7,-7.878,1,0.0326,0.325,0.0384,0.0808,0.853,123.931,216015,4
So Free,Bahamas,1geSWiwEHkfhPWoEpXB9Gj,i.iii,0.859,0.233,9,-8.676,1,0.0972,0.644,0.00581,0.117,0.386,112.779,477280,4
No Expectations,Bahamas,06Oyft70TKjhkFmXxjrtS4,i.iii,0.821,0.431,2,-7.339,1,0.0372,0.579,0.00411,0.0724,0.723,93.132,210493,4
Show Me Naomi,Bahamas,0rCsegz1QF6Z20eP2wvkyM,i.iii,0.854,0.507,2,-5.749,1,0.0508,0.272,0.00197,0.0769,0.677,102.284,230787,4
Your Sweet Touch,Bahamas,2GqXW5YaidT50nlp0yqV5R,i.iii,0.465,0.855,7,-4.529,1,0.0691,0.076,0.137,0.361,0.542,92.132,232800,4
Okay Alright I’m Alive,Bahamas,1AHUGv3G5hy0dfc48N1U6K,i.iii,0.792,0.487,4,-6.76,1,0.0719,0.212,7.91e-06,0.0976,0.482,118.245,178227,4
Caught Me Thinkin,Bahamas,3ZOtXGwKW9BvyYoIyUJUCY,i.iii,0.766,0.702,9,-5.871,1,0.041,0.237,4.54e-06,0.316,0.884,118.327,180187,4
I Had It All,Bahamas,75LG4QIhcLiD5ajUOAREjR,i.iii,0.687,0.338,0,-10.662,1,0.0308,0.889,0.00924,0.112,0.522,127.404,221600,4
Stronger Than That,Bahamas,1uQkbSggaHQHNaUqlAIHy4,i.iii,0.747,0.545,0,-4.472,1,0.027,0.463,0.00173,0.0786,0.856,95.894,157040,4
All The Time,Bahamas,40WXqoyOLAAugGmJWZU1FY,i.iii,0.711,0.468,4,-4.797,0,0.0515,0.63,0.00427,0.087,0.533,127.458,234973,4
Waves,Bahamas,1AgXkEqUiFCtQAjRmGOLXi,i.iii,0.552,0.529,1,-7.415,1,0.0279,0.531,8.87e-05,0.134,0.293,94.683,262653,4
Beyond,Leon Bridges,1Omt5bfz1tZUCqd26HxbS0,i.iii,0.58,0.687,6,-5.4,1,0.106,0.229,0.0,0.109,0.187,76.014,240600,4
This Is America,Childish Gambino,0b9oOr2ZgvyQu88wzixux9,i.iii,0.854,0.463,5,-6.159,1,0.137,0.117,0.0,0.354,0.549,120.024,225773,4
Gotta Have It,JAY-Z,2Kbxfq8wkjMCno1QJe4yyw,adrenaline sounds,0.74,0.574,4,-6.938,1,0.245,0.411,0.0,0.262,0.33,149.762,140747,4
Losing It,FISHER,6ho0GyrWZN3mhi9zVRW7xi,adrenaline sounds,0.76,0.964,2,-5.844,1,0.0576,0.00182,0.7,0.0974,0.641,125.0,248036,4
Limelight (NGHTMRE Remix),Just A Gent,3mof6Z6vz6gonsuIEQXank,adrenaline sounds,0.574,0.576,1,-8.267,1,0.0446,0.0579,0.00147,0.208,0.287,145.094,254897,4
Trndsttr (feat. M. Maggie) - Lucian Remix,Black Coast,5LZQ5s0kRZS9nBSd1xLK7U,adrenaline sounds,0.794,0.476,2,-4.337,0,0.0558,0.354,0.00307,0.332,0.471,129.827,179658,4
Electric Love - Oliver Remix,BØRNS,00Ci0EXS4fNPnkTbS6wkOh,adrenaline sounds,0.53,0.77,9,-5.882,1,0.0824,0.000965,0.0115,0.265,0.107,184.537,253880,3
Love on Me,Galantis,3bvjsHQd792zIO4SKFxXKs,adrenaline sounds,0.485,0.91,9,-2.096,1,0.0977,0.113,0.0,0.138,0.649,124.18,205027,4
Spaceship (feat. Uffie),Galantis,2aOlxywgl4nCD4Xh2mLWM7,adrenaline sounds,0.518,0.842,10,-1.816,1,0.0828,0.322,0.0,0.101,0.375,125.854,167079,4
Tell Me You Love Me,Galantis,5kgqTe1BM720OjU78TGYDw,adrenaline sounds,0.762,0.797,5,-2.71,1,0.135,0.117,0.0,0.202,0.525,122.066,190400,4
Fill Me In,Loud Luxury,288SCboWGUTsrnLnzP0AJx,adrenaline sounds,0.745,0.704,8,-7.306,0,0.0418,0.0516,0.000683,0.153,0.393,124.02,219855,4
Worry No More,Diplo,0HSqhMUh1BoMKfLY7Hnhzi,adrenaline sounds,0.592,0.731,7,-5.794,0,0.0404,0.0185,0.0,0.726,0.392,166.028,202563,4
GUD VIBRATIONS,NGHTMRE,2BVUOGciUUUqOPSLtHwLGp,adrenaline sounds,0.514,0.924,8,-5.417,1,0.052,0.000208,0.805,0.0684,0.0675,151.994,224211,4
Bad Karma,Axel Thesleff,5ZVujHtwnsqFJvLnqRSdch,adrenaline sounds,0.7,0.546,5,-7.705,0,0.109,0.0131,0.0305,0.172,0.302,80.004,416000,4
"Harder, Better, Faster, Stronger",Daft Punk,5W3cjX2J3tjhG8zb6u0qHn,adrenaline sounds,0.817,0.716,6,-8.898,0,0.144,0.0427,0.00263,0.358,0.692,123.475,224693,4
Bounce,Flatbush Zombies,6Hr77eZSmaVGgH0vVulMUH,adrenaline sounds,0.628,0.618,5,-8.4,0,0.313,0.0113,0.0,0.109,0.362,110.007,241520,4
Hey Hey What Can I Do - 2012 Remaster,Led Zeppelin,16VhHtoaOjTU4AJBNSBNQ1,adrenaline sounds,0.468,0.858,1,-9.639,1,0.0543,0.166,0.000304,0.0807,0.526,77.987,236760,4
Ramble On - 1990 Remaster,Led Zeppelin,3MODES4TNtygekLl146Dxd,adrenaline sounds,0.468,0.607,9,-11.367,1,0.0336,0.072,0.000852,0.225,0.886,98.429,263333,4
Black Dog - 1990 Remaster,Led Zeppelin,0NSeXLBOh16zjbENkAu0P6,adrenaline sounds,0.432,0.848,4,-8.095,0,0.0878,0.274,0.0344,0.233,0.743,81.201,294000,4
D'yer Mak'er - 2007 Remaster,Led Zeppelin,5iNr7y6iWNkwVvVeOXSLT5,adrenaline sounds,0.526,0.918,9,-8.789,0,0.0771,0.25,4.54e-05,0.0778,0.578,164.453,262760,4
Free Bird,Lynyrd Skynyrd,3KAHHh2Tz6Z1qFZOqzNAvF,adrenaline sounds,0.232,0.82,0,-9.332,1,0.0441,0.000577,0.164,0.0678,0.511,150.434,545773,4
Smells Like Teen Spirit,Nirvana,5ghIJDpPoe3CfHMGu71E6T,adrenaline sounds,0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,301920,4
Rape Me,Nirvana,5Rizj5FLb2AyNKu9esjYY6,adrenaline sounds,0.42,0.746,8,-10.628,1,0.0467,0.0141,0.0,0.0661,0.229,111.886,170000,4
Lithium,Nirvana,2DrEeo4eMULdAVe1U7P9PB,adrenaline sounds,0.687,0.685,7,-5.854,1,0.0367,0.00145,0.0,0.0657,0.359,123.147,257133,4
Another One Bites The Dust - 2011 Remaster,Queen,71tkj3MPQLKGr6eiHA6eBB,adrenaline sounds,0.928,0.531,5,-6.52,0,0.161,0.0969,0.314,0.16,0.765,109.963,215333,4
Killer Queen - 2011 Mix,Queen,7GqWnsKhMtEW0nzki5o0d8,adrenaline sounds,0.535,0.65,10,-6.328,1,0.0554,0.379,0.0,0.14,0.61,117.188,179600,4
Can't Stop,Red Hot Chili Peppers,5Ai5b7rU7tTI5OqVbEUPEq,adrenaline sounds,0.618,0.938,9,-3.442,1,0.0456,0.0179,0.0,0.167,0.875,91.455,269000,4
The Spirit Of Radio,Rush,4e9hUiLsN4mx61ARosFi7p,adrenaline sounds,0.365,0.924,4,-7.066,1,0.0488,0.0144,0.000254,0.423,0.632,135.811,296467,4
Someday,The Strokes,7hm4HTk9encxT0LYC0J6oI,adrenaline sounds,0.538,0.52,9,-7.46,1,0.0299,0.00425,0.0,0.367,0.678,106.031,183440,4
Last Nite,The Strokes,3SUusuA9jH1v6PVwtYMbdv,adrenaline sounds,0.624,0.899,0,-5.71,1,0.0295,0.0223,0.000155,0.0975,0.797,104.055,193373,4
My Name Is Jonas,Weezer,4YwLagaVWaegNK7RsUh1at,adrenaline sounds,0.3,0.927,11,-4.605,1,0.0422,0.000157,0.000802,0.304,0.634,186.239,203960,3
Purple Haze,Jimi Hendrix,4BYGxv4rxSNcTgT3DsFB9o,adrenaline sounds,0.529,0.898,2,-5.249,1,0.0786,0.00627,0.728,0.0668,0.434,108.599,171427,4
Come a Little Closer,Cage The Elephant,7fK8e68OFiIgUpcWKzu1nM,adrenaline sounds,0.454,0.788,1,-1.729,0,0.0309,0.0177,1.36e-06,0.181,0.33,147.952,229960,4
Five Hours,Deorro,6zlOUIqcU6juXFww9UNpJK,adrenaline sounds,0.88,0.821,5,-2.545,0,0.118,0.0197,0.661,0.234,0.575,127.907,326888,4
I Follow Rivers - The Magician Remix,Lykke Li,4Jv7lweGIUOFQ7Oq2AtAh9,adrenaline sounds,0.786,0.696,9,-5.796,0,0.0428,0.0234,0.0019,0.0839,0.306,121.974,280070,4
You Were Right,RÜFÜS DU SOL,4ADsYu1V5CpFLXNve7iK4Z,adrenaline sounds,0.708,0.793,5,-5.426,0,0.0341,0.0138,0.00227,0.118,0.735,122.014,239418,4
La Brisa,Big Wild,1bayldynRCc4z9ywAmV8uo,adrenaline sounds,0.611,0.631,9,-9.68,1,0.0409,0.0109,0.591,0.272,0.283,162.028,196056,4
One Day They'll Know (ODESZA Remix),Pretty Lights,4n6z0yh2ZpoGh0RNyGVu52,adrenaline sounds,0.465,0.714,11,-6.611,0,0.0317,0.00591,0.624,0.16,0.294,140.026,260571,4
Don't You Worry Child - Radio Edit,Swedish House Mafia,2V65y3PX4DkRhy1djlxd9p,adrenaline sounds,0.612,0.84,11,-3.145,0,0.0509,0.112,0.0,0.116,0.438,129.042,212862,4
This Girl (Kungs Vs. Cookin' On 3 Burners),Kungs,3YlrH4ydAKkxuej6F4Nnkl,adrenaline sounds,0.786,0.69,3,-4.665,1,0.04,0.0865,9.03e-05,0.238,0.485,122.006,195561,4
Easy Love,Sigala,6Sr8JkH7XRVk7Dnar9Xsr5,adrenaline sounds,0.681,0.948,9,-4.198,1,0.0607,0.188,0.00103,0.149,0.675,123.989,227709,4
Day 'N' Night - Club Mix,Kid Cudi,5BsRZqHI8oLMc1YKsHtauE,adrenaline sounds,0.745,0.68,11,-6.207,0,0.0508,0.013,0.0613,0.0637,0.961,129.991,281516,4
Watching Movies,Mac Miller,1l0zeniK8MayaQedrPUK9n,adrenaline sounds,0.51,0.767,10,-5.977,0,0.379,0.0942,0.0,0.397,0.295,135.052,220471,4
Matches (feat. Ab-Soul),Mac Miller,4XCmKekq1HRCsS7BPWsCRx,adrenaline sounds,0.707,0.738,8,-6.242,1,0.296,0.187,0.0,0.337,0.457,138.054,178411,4
Knock Knock,Mac Miller,3uYm4MtU6jUQft2DtGqEoZ,adrenaline sounds,0.667,0.922,4,-4.857,0,0.128,0.0353,0.0,0.364,0.509,108.952,202807,4
Believe,The Bravery,4Wvr1YaxNsCujq77dKujys,adrenaline sounds,0.385,0.948,8,-3.369,1,0.0457,0.00475,1.9e-06,0.113,0.517,166.138,226347,4
Lake Shore Drive,Aliotta Haynes Jeremiah,46MX86XQqYCZRvwPpeq4Gi,adrenaline sounds,0.434,0.885,4,-7.367,1,0.0396,0.204,0.0,0.0811,0.843,93.999,235173,4
Six Shooter,SNBRN,23r3roWhwTm85xVIHkxloH,adrenaline sounds,0.686,0.77,2,-8.538,1,0.0516,0.0167,0.899,0.084,0.511,124.022,206129,4
Nottamun Town,LISTENBEE,1hNZc5mqtzV8qiYMU5833u,adrenaline sounds,0.748,0.747,3,-6.238,1,0.0774,0.116,0.00171,0.356,0.556,120.038,189147,4
Maker,Big Wild,6w32mXhIaosDV03bo216QI,adrenaline sounds,0.638,0.75,4,-6.831,1,0.0295,0.117,0.501,0.0904,0.161,104.988,251429,4
Womp Womp,Valee,1G5ho820Xi2Qu3HsBZ26ft,adrenaline sounds,0.877,0.558,1,-4.896,1,0.342,0.066,0.0,0.0745,0.493,157.027,226533,4
Chameleon,PNAU,6400BZ7REh8DshcZKU7Pfp,adrenaline sounds,0.718,0.933,4,-3.211,1,0.0419,0.00181,0.00013,0.3,0.197,119.999,198427,4
Outro,Big Sean,3JaQQnAGa5pIqhqSiA7r2f,adrenaline sounds,0.669,0.893,9,-2.854,0,0.278,0.404,0.0,0.315,0.63,83.867,223493,4
We Are Mirage,Eric Prydz,6mTnH6xSYwKohtsO9RFzcc,adrenaline sounds,0.556,0.792,4,-6.723,0,0.0361,0.000521,0.75,0.494,0.0871,127.956,379500,4
Sappy,Nirvana,7tUtvGeKB2V5W5ms6uBlyC,adrenaline sounds,0.406,0.81,1,-6.127,1,0.0343,1.04e-05,1.34e-06,0.325,0.638,128.282,205493,4
When the Levee Breaks - 2012 Remaster,Led Zeppelin,05f8Hg3RSfiPSCBQOtxl3i,adrenaline sounds,0.271,0.766,5,-8.03,1,0.0329,0.00217,0.52,0.0707,0.803,142.914,428851,4
Crew (feat. Brent Faiyaz & Shy Glizzy),GoldLink,15EPc80XuFrb2LmOzGjuRg,i.ii,0.728,0.607,1,-8.417,0,0.132,0.133,0.0,0.0864,0.445,129.938,176702,4
All Night,Big Boi,2e0cr3SmqCR6Ow6zVCs6pj,i.ii,0.847,0.831,8,-4.56,0,0.0459,0.0624,0.0,0.106,0.865,135.994,241893,4
Bicycle Song - 2006 Remaster,Red Hot Chili Peppers,02lWbJ8NQ7IZGuNGfG34tE,i.ii,0.685,0.787,4,-4.402,0,0.0398,0.2,0.0,0.328,0.652,89.659,203533,4
Two Step,Dave Matthews Band,2Ou1Hyvr08mr0pZauPvv6j,i.ii,0.405,0.894,2,-7.51,0,0.0434,0.00907,0.00035,0.13,0.295,119.676,387267,4
O.P. Jebediah,The Dip,2osA04Ftqanbf9P3uJjTJb,i.ii,0.448,0.607,7,-6.565,1,0.0588,0.376,0.0223,0.658,0.703,171.066,242773,4
Fall in Love,GoldLink,2RISD4aJrioDB54exm5WWM,i.ii,0.627,0.837,1,-7.162,1,0.36,0.058,0.000567,0.328,0.504,105.105,184571,4
Fever Pitch,Rainbow Kitten Surprise,0CczqIwQrFvuiR0Q6g6IYP,i.ii,0.789,0.593,5,-7.877,0,0.0582,0.383,1.29e-06,0.191,0.293,109.952,163747,4
Polly,Whitney,7ADcBtMDWTDWAUyR3IFquc,i.ii,0.565,0.306,2,-6.797,1,0.0273,0.91,0.101,0.312,0.247,77.181,206027,4
Aeroplane,Red Hot Chili Peppers,0VLdJcQUsqHBBwqPp4CIKJ,i.ii,0.639,0.839,5,-4.703,1,0.0634,0.0446,3.74e-06,0.468,0.603,101.447,285067,4
My Friends,Red Hot Chili Peppers,6HksxcBzMVdT17aq1Q79Xe,i.ii,0.439,0.709,0,-3.545,1,0.026,0.00565,0.00152,0.131,0.319,81.331,248640,4
Roll Up Your Sleeves,Meg Mac,3yiFxwFOYBcw6LTjlvpUuR,i.ii,0.597,0.526,7,-6.825,1,0.0286,0.426,0.0393,0.116,0.396,79.015,185059,4
New Girl (Tom's Song),The Walters,2WP8OU14JZ7BGFZ63avbRy,i.ii,0.667,0.522,5,-7.334,1,0.0285,0.346,0.0234,0.0806,0.801,117.516,215067,4
Slow Cheetah,Red Hot Chili Peppers,06wTEKL2rSrSaOjFtgG8fj,i.ii,0.39,0.344,1,-7.804,1,0.0376,0.082,0.000141,0.0715,0.244,178.102,319933,4
Pineapple Skies,Miguel,19EnyPZhNPbRoCxAuv5pKD,i.ii,0.654,0.587,10,-6.331,1,0.0439,0.026,0.0,0.589,0.288,100.014,281360,4
Sky Walker (feat. Travis Scott),Miguel,5WoaF1B5XIEnWfmb5NZikf,i.ii,0.674,0.506,6,-10.532,1,0.0434,0.173,0.0,0.0866,0.183,145.965,259333,4
Banana Clip,Miguel,6xagjcywpcyNFghafZPQJv,i.ii,0.638,0.708,1,-5.342,0,0.0754,0.0973,0.0,0.177,0.606,84.978,201627,4
Taking What's Not Yours,TV Girl,2MDV2w1rdUPT4Qxm5L2Wzv,i.ii,0.712,0.914,1,-5.675,1,0.102,0.652,0.0,0.0579,0.697,100.41,205651,4
Across The Room (feat. Leon Bridges),ODESZA,4YaNLEPw3MrIgkGOkBrAh2,i.ii,0.566,0.587,6,-5.96,1,0.0308,0.0155,2.05e-05,0.111,0.246,82.046,283538,4
Road Trippin',Red Hot Chili Peppers,7Gpr3kKk4BMgItz6UbI73q,i.ii,0.378,0.474,4,-8.202,0,0.0271,0.28,0.00138,0.117,0.38,102.379,204960,4
Psycho (feat. Ty Dolla $ign),Post Malone,65NwOZqoXny4JxqAPlfxRF,i.ii,0.74,0.558,8,-8.115,1,0.102,0.566,0.0,0.112,0.421,140.057,220880,4
Up There,Post Malone,2rKmNEYrQxaOPZrOWKZpOc,i.ii,0.654,0.378,5,-8.108,0,0.0322,0.373,1.07e-05,0.0971,0.437,72.976,194827,4
Breaking the Girl,Red Hot Chili Peppers,6Va1qwqV4lEvbOyPqodbth,i.ii,0.348,0.686,8,-12.748,0,0.0319,0.0233,0.00256,0.145,0.635,178.466,295373,3
Hide,Rainbow Kitten Surprise,3TfsVu66ckxJyu6Ww93XD2,i.ii,0.799,0.497,4,-6.57,1,0.141,0.0745,1.28e-05,0.174,0.488,115.157,192013,4
See You Again (feat. Kali Uchis),"Tyler, The Creator",7KA4W4McWYRpgf0fWsJZWB,i.ii,0.558,0.559,6,-9.222,1,0.0959,0.371,7.49e-06,0.109,0.62,78.558,180387,4
Stir Fry,Migos,2UVbBKQOdFAekPTRsnkzcf,i.ii,0.817,0.816,2,-5.402,1,0.269,0.00263,0.0,0.159,0.508,181.982,190288,4
BoomTrap Protocol,Logic,4fZxGiES1FKbNqJPrI4L3s,i.ii,0.747,0.532,10,-5.474,0,0.0394,0.0549,2.78e-06,0.121,0.347,77.032,221360,4
Indica Badu,Logic,0jqBo5RYn008f4ZY8kPewW,i.ii,0.742,0.72,0,-2.876,1,0.116,0.0402,0.000846,0.0839,0.97,77.011,260320,4
Say A',A Boogie Wit da Hoodie,3AMnOVxEHUgVrythGgqPhI,i.ii,0.831,0.814,5,-5.18,1,0.474,0.391,0.0,0.109,0.846,161.041,214854,4
Holy War,Rainbow Kitten Surprise,2YQJCYnf4Ab1wS5bA89nHE,i.ii,0.564,0.294,7,-8.885,0,0.0349,0.636,0.0,0.0982,0.213,149.98,174387,4
Overnight,Logic,3s3VVLE1kB7Xk2AoJKlGmr,i.ii,0.861,0.745,1,-6.77,1,0.0608,0.00138,1.87e-05,0.141,0.889,150.002,217560,4
Do I Have to Talk You Into It,Spoon,0EH6BeGSEWtbETiOAYr3sN,i.ii,0.692,0.9,0,-4.273,1,0.0972,0.112,5.44e-05,0.173,0.931,79.038,260080,4
Oh Devil - Radio Version,Electric Guest,6KwSdmAba8BxoxVXPw70LO,i.ii,0.899,0.579,7,-5.424,0,0.0719,0.186,0.00668,0.217,0.709,96.989,217387,4
Congratulations,MGMT,6kblAEj0T0312fv5QWsXzo,i.ii,0.761,0.637,7,-8.169,1,0.0268,0.439,0.0082,0.102,0.656,125.115,235387,4
Jenny and the Summer Day,The Avett Brothers,1VKx8hpWMU1q1AJlIQRFwR,i.ii,0.395,0.658,7,-5.822,1,0.0334,0.524,0.0,0.31,0.559,128.643,255773,4
